"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 31 08:26:03 GMT 2022","Sun Jul 31 08:26:22 GMT 2022","18965","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
"passed","Sun Jul 31 08:26:22 GMT 2022","Sun Jul 31 08:26:33 GMT 2022","10481","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
