"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 30 18:44:55 GMT 2022","Sat Jul 30 18:45:03 GMT 2022","8130","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"failed","Sat Jul 30 18:44:37 GMT 2022","Sat Jul 30 18:44:55 GMT 2022","17627","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
