"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 31 09:44:12 GMT 2022","Sun Jul 31 09:44:16 GMT 2022","3743","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"passed","Sun Jul 31 09:43:57 GMT 2022","Sun Jul 31 09:44:12 GMT 2022","14920","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
