"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 30 16:53:06 GMT 2022","Sat Jul 30 16:53:23 GMT 2022","17650","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
"passed","Sat Jul 30 16:53:23 GMT 2022","Sat Jul 30 16:53:31 GMT 2022","8021","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
