"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 30 16:02:24 GMT 2022","Sat Jul 30 16:02:28 GMT 2022","4388","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"failed","Sat Jul 30 16:02:08 GMT 2022","Sat Jul 30 16:02:24 GMT 2022","15625","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
