"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 31 10:58:25 GMT 2022","Sun Jul 31 10:58:33 GMT 2022","7979","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"passed","Sun Jul 31 10:58:12 GMT 2022","Sun Jul 31 10:58:25 GMT 2022","12890","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
