"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 06 17:51:38 GMT 2022","Sat Aug 06 17:51:50 GMT 2022","12343","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
"passed","Sat Aug 06 17:51:50 GMT 2022","Sat Aug 06 17:51:58 GMT 2022","7790","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
