"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 31 10:14:43 GMT 2022","Sun Jul 31 10:14:52 GMT 2022","9151","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"passed","Sun Jul 31 10:14:24 GMT 2022","Sun Jul 31 10:14:43 GMT 2022","19065","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
