"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 30 15:10:28 GMT 2022","Sat Jul 30 15:10:37 GMT 2022","9071","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"failed","Sat Jul 30 15:10:12 GMT 2022","Sat Jul 30 15:10:28 GMT 2022","15784","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
