"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 31 10:36:47 GMT 2022","Sun Jul 31 10:36:58 GMT 2022","11706","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"passed","Sun Jul 31 10:36:26 GMT 2022","Sun Jul 31 10:36:47 GMT 2022","20722","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
