"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 31 10:53:13 GMT 2022","Sun Jul 31 10:53:28 GMT 2022","15413","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
"passed","Sun Jul 31 10:53:28 GMT 2022","Sun Jul 31 10:53:38 GMT 2022","9647","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
