"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 30 15:18:15 GMT 2022","Sat Jul 30 15:18:33 GMT 2022","18316","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
"passed","Sat Jul 30 15:18:33 GMT 2022","Sat Jul 30 15:18:41 GMT 2022","8160","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
