"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 31 09:11:18 GMT 2022","Sun Jul 31 09:11:18 GMT 2022","18","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"broken","Sun Jul 31 09:11:18 GMT 2022","Sun Jul 31 09:11:18 GMT 2022","20","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
