"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jul 30 14:30:18 GMT 2022","Sat Jul 30 14:30:18 GMT 2022","18","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"broken","Sat Jul 30 14:30:18 GMT 2022","Sat Jul 30 14:30:18 GMT 2022","32","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
