"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 05 18:08:26 GMT 2022","Fri Aug 05 18:08:26 GMT 2022","18","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"broken","Fri Aug 05 18:08:26 GMT 2022","Fri Aug 05 18:08:26 GMT 2022","19","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
