"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 31 10:27:42 GMT 2022","Sun Jul 31 10:27:50 GMT 2022","7821","test","test_tensor","TensorTestCase","","","Поиск в яндексе",""
"passed","Sun Jul 31 10:27:29 GMT 2022","Sun Jul 31 10:27:42 GMT 2022","13283","test","test_tensor","TensorTestCase","","","Картинки в яндексе",""
